experiment_id,experiment_date,material_a_ratio,material_b_ratio,temperature,pressure,tensile_strength,elongation,hardness,result_grade
EXP-07718,2025-11-19,0.69,0.31,174,80,56.8,9.0,83,A
EXP-07719,2025-07-18,0.42,0.58,203,77,46.5,17.9,80,B
EXP-07720,2025-02-07,0.29,0.71,231,100,40.5,19.3,73,B
EXP-07721,2025-01-08,0.34,0.66,177,65,41.6,19.5,64,C
EXP-07722,2025-08-03,0.18,0.82,221,31,35.1,20.5,57,C
EXP-07723,2026-01-05,0.12,0.88,175,71,37.8,22.4,71,C
EXP-07724,2025-01-13,0.88,0.12,164,58,52.7,11.0,91,A
EXP-07725,2026-02-09,0.18,0.82,174,36,39.3,19.5,65,B
EXP-07726,2025-11-05,0.2,0.8,243,90,34.6,25.5,72,C
EXP-07727,2025-01-04,0.8,0.2,250,74,47.9,9.5,88,B
EXP-07728,2025-06-06,0.63,0.37,236,74,42.6,17.0,79,B
EXP-07729,2025-04-11,0.45,0.55,177,75,43.3,12.7,78,B
EXP-07730,2026-03-09,0.62,0.38,228,99,47.6,14.0,87,B
EXP-07731,2025-09-10,0.85,0.15,172,78,56.1,10.6,91,A
EXP-07732,2025-05-28,0.18,0.82,162,80,32.7,24.8,65,C
EXP-07733,2025-05-07,0.29,0.71,176,83,40.2,19.8,70,B
EXP-07734,2025-09-15,0.79,0.21,164,81,45.1,13.1,83,B
EXP-07735,2025-01-03,0.72,0.28,214,79,48.3,14.4,87,A
EXP-07736,2025-04-28,0.9,0.1,219,35,49.0,13.2,83,A
EXP-07737,2025-03-17,0.35,0.65,153,58,40.4,22.1,71,B
EXP-07738,2025-10-10,0.86,0.14,160,49,48.1,9.4,85,A
EXP-07739,2025-11-02,0.37,0.63,198,93,43.2,17.9,69,B
EXP-07740,2025-08-01,0.67,0.33,161,71,51.7,8.4,84,A
EXP-07741,2025-03-05,0.81,0.19,233,66,53.3,8.2,82,A
EXP-07742,2025-06-19,0.24,0.76,190,67,37.8,19.9,65,C
EXP-07743,2026-01-20,0.26,0.74,191,78,44.7,20.7,66,B
EXP-07744,2025-04-03,0.56,0.44,150,84,45.4,14.8,80,B
EXP-07745,2025-03-16,0.78,0.22,220,44,43.4,13.6,80,B
EXP-07746,2025-02-20,0.16,0.84,222,100,35.9,23.2,64,C
EXP-07747,2026-01-08,0.78,0.22,226,84,40.1,13.8,79,B
EXP-07748,2025-02-24,0.37,0.63,204,44,42.7,14.5,67,B
EXP-07749,2025-09-23,0.42,0.58,177,73,41.4,16.9,77,B
EXP-07750,2026-04-01,0.37,0.63,157,60,40.8,18.8,73,B
EXP-07751,2025-10-20,0.83,0.17,181,56,63.2,8.7,87,A
EXP-07752,2025-07-08,0.2,0.8,204,91,44.5,19.2,69,B
EXP-07753,2025-04-05,0.56,0.44,161,50,42.1,17.7,73,B
EXP-07754,2025-01-01,0.22,0.78,155,89,35.7,23.9,70,C
EXP-07755,2025-03-12,0.84,0.16,171,75,58.0,11.4,90,A
EXP-07756,2026-03-11,0.74,0.26,157,88,46.3,14.1,92,B
EXP-07757,2025-03-07,0.29,0.71,151,82,42.4,17.1,69,B
EXP-07758,2025-01-10,0.34,0.66,199,74,51.2,13.7,70,B
EXP-07759,2026-01-08,0.41,0.59,225,43,42.2,15.9,69,B
EXP-07760,2025-07-10,0.42,0.58,200,100,49.9,13.7,77,B
EXP-07761,2025-06-12,0.75,0.25,159,75,52.5,11.9,81,A
EXP-07762,2025-11-24,0.55,0.45,184,55,46.6,19.3,74,B
EXP-07763,2025-08-27,0.44,0.56,153,48,41.6,18.5,67,B
EXP-07764,2026-02-22,0.68,0.32,212,38,44.9,14.6,79,B
EXP-07765,2025-08-02,0.47,0.53,173,52,48.2,17.8,78,A
EXP-07766,2025-11-22,0.2,0.8,189,39,34.6,21.0,61,C
EXP-07767,2026-02-05,0.19,0.81,241,93,39.5,23.3,76,B
EXP-07768,2025-07-31,0.36,0.64,209,60,45.1,19.8,69,B
EXP-07769,2025-05-10,0.58,0.42,227,74,43.2,16.4,76,B
EXP-07770,2026-03-21,0.21,0.79,185,87,38.2,25.6,72,B
EXP-07771,2025-04-14,0.54,0.46,243,98,42.0,19.2,77,B
EXP-07772,2025-01-18,0.32,0.68,222,62,37.0,20.8,71,C
EXP-07773,2025-09-21,0.66,0.34,202,33,49.5,13.3,76,B
EXP-07774,2026-03-27,0.12,0.88,208,73,33.9,22.8,63,C
EXP-07775,2025-02-09,0.48,0.52,212,97,43.5,16.9,77,B
EXP-07776,2026-01-23,0.14,0.86,166,55,37.6,22.1,59,C
EXP-07777,2026-01-14,0.36,0.64,175,37,42.9,17.9,70,B
EXP-07778,2026-02-28,0.11,0.89,219,80,35.5,22.8,64,C
EXP-07779,2025-07-12,0.48,0.52,194,74,42.6,15.0,77,B
EXP-07780,2025-04-27,0.71,0.29,229,40,48.5,12.2,77,B
EXP-07781,2025-08-22,0.18,0.82,203,30,34.9,19.5,59,C
EXP-07782,2025-03-06,0.69,0.31,156,66,53.1,13.0,82,A
EXP-07783,2026-01-20,0.57,0.43,217,40,44.1,16.2,75,B
EXP-07784,2025-10-30,0.5,0.5,211,43,44.4,16.4,72,B
EXP-07785,2025-08-09,0.58,0.42,186,51,48.0,16.6,74,B
EXP-07786,2025-08-24,0.37,0.63,229,63,40.7,17.4,66,B
EXP-07787,2025-11-21,0.67,0.33,185,88,63.9,7.7,81,A
EXP-07788,2025-08-27,0.72,0.28,161,60,47.3,10.6,79,B
EXP-07789,2026-01-18,0.72,0.28,162,89,53.8,13.7,85,A
EXP-07790,2026-02-26,0.32,0.68,241,72,38.6,21.4,63,C
EXP-07791,2026-03-10,0.62,0.38,187,57,54.4,15.1,80,A
EXP-07792,2025-10-10,0.22,0.78,191,66,34.0,25.8,68,C
EXP-07793,2025-12-05,0.5,0.5,180,40,51.3,13.8,69,B
EXP-07794,2025-05-22,0.1,0.9,224,99,38.0,21.2,64,C
EXP-07795,2025-01-18,0.25,0.75,211,51,37.7,17.6,62,C
EXP-07796,2025-07-02,0.61,0.39,240,93,46.5,12.8,77,B
EXP-07797,2026-02-02,0.8,0.2,240,75,46.2,12.5,84,B
EXP-07798,2025-03-02,0.14,0.86,249,50,30.8,20.2,61,C
EXP-07799,2025-09-06,0.55,0.45,183,64,41.3,15.0,80,B
EXP-07800,2025-03-29,0.61,0.39,208,38,52.4,13.0,76,B
EXP-07801,2025-07-15,0.85,0.15,184,73,57.0,11.2,91,A
EXP-07802,2025-03-07,0.62,0.38,221,34,42.7,14.6,74,B
EXP-07803,2025-12-02,0.18,0.82,225,75,35.7,22.7,63,C
EXP-07804,2026-01-05,0.22,0.78,175,44,42.2,23.9,70,B
EXP-07805,2025-12-12,0.61,0.39,236,39,40.4,13.2,73,B
EXP-07806,2025-11-18,0.27,0.73,179,45,41.4,22.1,59,C
EXP-07807,2025-04-18,0.84,0.16,249,36,41.1,15.0,81,B
EXP-07808,2025-08-30,0.84,0.16,235,93,44.7,15.7,83,B
EXP-07809,2025-02-17,0.86,0.14,151,96,53.2,12.4,90,A
EXP-07810,2025-06-20,0.33,0.67,190,95,48.0,16.0,72,B
EXP-07811,2025-08-19,0.67,0.33,189,80,51.9,12.7,84,A
EXP-07812,2025-11-01,0.63,0.37,233,46,43.0,12.9,80,B
EXP-07813,2025-02-14,0.13,0.87,223,83,37.1,21.5,65,C
EXP-07814,2026-01-06,0.31,0.69,155,83,41.5,19.5,70,B
EXP-07815,2025-07-29,0.27,0.73,234,46,42.7,20.1,68,B
EXP-07816,2026-02-06,0.4,0.6,172,89,43.3,19.6,72,B
EXP-07817,2025-08-29,0.86,0.14,187,100,59.0,11.9,91,A
EXP-07818,2025-09-07,0.78,0.22,167,56,50.3,11.2,84,A
EXP-07819,2025-11-12,0.33,0.67,165,71,38.1,22.6,67,B
EXP-07820,2026-01-09,0.52,0.48,203,91,43.0,17.4,78,B
EXP-07821,2025-03-13,0.25,0.75,158,48,37.9,18.5,65,C
EXP-07822,2025-08-22,0.32,0.68,158,100,43.1,18.6,80,B
EXP-07823,2025-01-14,0.15,0.85,229,51,35.3,23.1,57,C
EXP-07824,2025-08-05,0.61,0.39,184,98,51.9,11.7,82,A
EXP-07825,2026-01-06,0.63,0.37,215,46,43.8,13.5,81,B
EXP-07826,2026-01-30,0.77,0.23,249,82,44.3,11.9,89,B
EXP-07827,2025-05-10,0.8,0.2,155,67,49.5,11.1,83,A
EXP-07828,2025-06-26,0.23,0.77,230,56,38.4,19.5,65,B
EXP-07829,2025-09-09,0.69,0.31,161,61,48.7,16.0,82,A
EXP-07830,2025-06-30,0.21,0.79,226,46,37.5,16.7,65,C
EXP-07831,2025-03-23,0.4,0.6,180,77,48.6,16.6,79,A
EXP-07832,2025-05-20,0.51,0.49,163,100,47.9,16.6,85,B
EXP-07833,2025-07-04,0.14,0.86,173,71,38.5,20.1,59,C
EXP-07834,2025-08-25,0.23,0.77,186,49,33.8,22.1,58,C
EXP-07835,2026-02-24,0.32,0.68,223,77,43.4,18.1,69,B
EXP-07836,2025-09-06,0.2,0.8,218,61,36.5,21.9,58,C
EXP-07837,2025-06-26,0.85,0.15,223,95,52.1,12.2,95,A
EXP-07838,2025-10-29,0.33,0.67,152,48,34.7,22.4,61,C
EXP-07839,2025-12-19,0.5,0.5,248,66,45.9,15.0,74,B
EXP-07840,2025-07-16,0.9,0.1,193,65,52.0,7.4,83,A
EXP-07841,2025-08-12,0.55,0.45,161,92,50.8,14.6,74,B
EXP-07842,2025-04-10,0.43,0.57,243,37,39.2,17.6,73,B
EXP-07843,2026-01-30,0.84,0.16,230,73,43.1,12.6,84,B
EXP-07844,2026-01-31,0.28,0.72,158,87,46.2,18.8,79,B
EXP-07845,2025-03-21,0.24,0.76,194,55,41.2,19.4,71,B
EXP-07846,2025-06-07,0.53,0.47,241,65,34.0,20.1,76,C
EXP-07847,2025-05-05,0.44,0.56,218,50,40.7,23.4,62,C
EXP-07848,2026-02-25,0.74,0.26,169,59,52.1,13.3,80,A
EXP-07849,2025-01-30,0.13,0.87,220,97,42.7,23.6,78,B
EXP-07850,2025-04-05,0.59,0.41,169,55,45.5,16.5,78,B
EXP-07851,2025-05-24,0.67,0.33,185,44,43.4,15.4,76,B
EXP-07852,2025-09-13,0.88,0.12,169,71,58.8,9.6,85,A
EXP-07853,2025-04-24,0.22,0.78,220,63,39.3,22.0,70,B
EXP-07854,2025-09-02,0.3,0.7,244,85,31.7,24.2,73,C
EXP-07855,2025-12-07,0.85,0.15,154,32,48.9,11.9,81,A
EXP-07856,2026-01-13,0.6,0.4,210,94,50.4,11.3,87,A
EXP-07857,2025-02-15,0.13,0.87,175,79,36.3,19.9,70,C
EXP-07858,2025-03-05,0.16,0.84,225,89,35.1,23.8,70,C
EXP-07859,2025-02-13,0.73,0.27,164,58,47.3,11.3,74,B
EXP-07860,2026-02-19,0.55,0.45,187,61,48.1,16.4,72,B
EXP-07861,2025-10-25,0.55,0.45,170,53,46.9,18.1,72,B
EXP-07862,2025-08-31,0.8,0.2,238,89,49.3,11.8,87,A
EXP-07863,2025-12-27,0.29,0.71,158,35,31.2,25.2,70,C
EXP-07864,2025-09-25,0.23,0.77,208,67,39.8,21.3,75,B
EXP-07865,2025-04-18,0.59,0.41,162,48,46.6,15.2,76,B
EXP-07866,2025-08-21,0.81,0.19,210,75,53.7,10.9,88,A
EXP-07867,2025-11-17,0.31,0.69,227,98,39.5,18.4,68,B
EXP-07868,2025-01-17,0.65,0.35,225,77,50.8,11.3,79,A
EXP-07869,2025-10-04,0.22,0.78,153,33,39.8,17.6,59,C
EXP-07870,2025-08-15,0.24,0.76,228,58,36.3,20.2,63,C
EXP-07871,2025-02-01,0.82,0.18,179,32,53.2,15.1,82,A
EXP-07872,2025-05-01,0.19,0.81,218,64,39.6,18.2,63,C
EXP-07873,2025-07-24,0.12,0.88,247,42,37.5,20.2,52,C
EXP-07874,2025-06-06,0.72,0.28,162,79,47.1,12.1,87,B
EXP-07875,2025-05-13,0.39,0.61,186,67,41.4,17.2,77,B
EXP-07876,2025-10-23,0.42,0.58,237,51,40.1,19.3,71,B
EXP-07877,2025-07-04,0.74,0.26,164,90,47.6,12.1,85,B
EXP-07878,2025-08-15,0.24,0.76,176,83,34.5,21.9,66,C
EXP-07879,2025-12-31,0.62,0.38,205,74,47.0,13.0,76,B
EXP-07880,2025-02-12,0.35,0.65,250,55,38.2,19.1,73,B
EXP-07881,2025-06-14,0.18,0.82,179,49,41.9,20.5,60,C
EXP-07882,2025-02-03,0.65,0.35,188,71,50.5,13.1,88,A
EXP-07883,2026-02-27,0.35,0.65,230,86,40.2,23.4,77,B
EXP-07884,2025-03-26,0.79,0.21,162,89,52.0,11.4,88,A
EXP-07885,2026-01-09,0.84,0.16,183,85,55.7,9.5,99,A
EXP-07886,2025-03-29,0.78,0.22,181,31,50.7,7.0,83,A
EXP-07887,2025-05-28,0.36,0.64,190,99,46.8,17.8,74,B
EXP-07888,2025-10-05,0.29,0.71,207,47,36.0,17.3,62,C
EXP-07889,2026-01-15,0.81,0.19,172,30,49.1,13.3,77,B
EXP-07890,2025-03-23,0.46,0.54,189,69,46.5,16.7,74,B
EXP-07891,2025-04-08,0.67,0.33,242,62,43.7,16.8,76,B
EXP-07892,2026-02-07,0.76,0.24,233,37,40.3,14.0,74,B
EXP-07893,2025-05-27,0.32,0.68,246,45,36.1,21.0,67,C
EXP-07894,2025-04-06,0.2,0.8,218,44,32.6,24.6,66,C
EXP-07895,2025-12-06,0.6,0.4,208,61,45.8,13.4,85,B
EXP-07896,2025-02-11,0.57,0.43,171,83,50.4,15.4,80,A
EXP-07897,2026-01-31,0.32,0.68,166,78,41.0,20.6,74,B
EXP-07898,2026-02-04,0.57,0.43,204,31,51.3,13.6,64,C
EXP-07899,2026-01-26,0.73,0.27,190,42,53.8,14.7,82,A
EXP-07900,2025-05-15,0.38,0.62,229,73,43.5,19.2,68,B
EXP-07901,2025-02-22,0.29,0.71,150,87,42.0,16.2,73,B
EXP-07902,2025-07-13,0.68,0.32,240,32,41.8,17.6,75,B
EXP-07903,2025-06-02,0.73,0.27,167,53,45.6,12.7,79,B
EXP-07904,2026-03-14,0.86,0.14,189,38,57.1,10.9,76,B
EXP-07905,2025-10-16,0.22,0.78,185,64,37.9,22.0,63,C
EXP-07906,2026-03-07,0.81,0.19,243,57,42.6,8.8,79,B
EXP-07907,2025-12-09,0.71,0.29,222,42,47.1,15.0,75,B
EXP-07908,2025-11-23,0.66,0.34,153,98,43.0,15.1,89,B
EXP-07909,2025-02-21,0.35,0.65,236,84,37.2,19.4,72,C
EXP-07910,2025-02-01,0.12,0.88,218,68,33.0,23.1,61,C
EXP-07911,2025-01-22,0.51,0.49,156,84,43.5,18.4,80,B
EXP-07912,2025-09-28,0.33,0.67,228,52,36.4,18.9,69,C
EXP-07913,2025-04-02,0.33,0.67,153,96,38.9,22.3,82,B
EXP-07914,2026-03-28,0.84,0.16,192,59,58.1,6.1,88,A
EXP-07915,2025-03-02,0.22,0.78,166,57,36.5,22.4,57,C
EXP-07916,2026-03-08,0.85,0.15,151,70,49.1,13.3,89,A
EXP-07917,2025-11-01,0.5,0.5,206,71,42.8,18.7,78,B
EXP-07918,2025-02-18,0.77,0.23,219,73,47.6,13.4,91,B
EXP-07919,2025-01-27,0.33,0.67,198,89,49.7,16.4,72,B
EXP-07920,2025-06-30,0.61,0.39,184,49,47.6,13.5,80,B
EXP-07921,2025-06-04,0.55,0.45,201,80,42.4,14.3,77,B
EXP-07922,2025-05-24,0.84,0.16,165,44,52.1,9.6,83,A
EXP-07923,2025-08-30,0.24,0.76,155,47,34.9,20.2,60,C
EXP-07924,2025-03-01,0.26,0.74,165,65,39.8,18.2,62,C
EXP-07925,2025-03-01,0.86,0.14,155,67,49.9,15.0,89,A
EXP-07926,2025-11-13,0.18,0.82,227,75,38.8,18.1,67,B
EXP-07927,2026-03-28,0.61,0.39,211,39,46.1,17.3,69,B
EXP-07928,2025-05-05,0.15,0.85,168,87,37.2,19.9,71,C
EXP-07929,2026-03-01,0.16,0.84,207,69,40.9,19.1,54,C
EXP-07930,2025-06-07,0.58,0.42,198,72,43.0,14.2,75,B
EXP-07931,2025-06-03,0.54,0.46,161,83,41.7,14.9,72,B
EXP-07932,2025-02-11,0.56,0.44,248,79,38.5,19.7,83,B
EXP-07933,2025-07-13,0.48,0.52,244,60,34.5,21.0,72,C
EXP-07934,2025-08-16,0.69,0.31,226,64,45.0,14.1,81,B
EXP-07935,2025-10-30,0.89,0.11,231,46,46.3,17.6,85,B
EXP-07936,2025-03-14,0.32,0.68,205,70,44.6,18.4,73,B
EXP-07937,2025-03-28,0.36,0.64,231,44,38.3,20.0,70,B
EXP-07938,2025-07-17,0.36,0.64,203,75,42.5,17.3,75,B
EXP-07939,2025-02-01,0.71,0.29,166,59,48.0,11.9,79,A
EXP-07940,2025-03-07,0.38,0.62,166,46,37.8,18.8,72,C
EXP-07941,2025-10-14,0.64,0.36,236,63,46.2,16.4,76,B
EXP-07942,2026-03-11,0.46,0.54,195,96,51.5,16.1,77,B
EXP-07943,2025-09-19,0.59,0.41,223,69,41.7,19.2,72,B
EXP-07944,2025-03-08,0.76,0.24,164,54,54.4,9.6,88,A
EXP-07945,2026-03-28,0.51,0.49,195,61,45.6,17.4,70,B
EXP-07946,2025-08-26,0.48,0.52,158,72,41.1,18.5,81,B
EXP-07947,2025-11-23,0.31,0.69,172,40,41.0,20.5,67,B
EXP-07948,2025-03-31,0.51,0.49,161,69,46.0,14.4,76,B
EXP-07949,2025-09-21,0.31,0.69,171,32,38.9,18.2,66,B
EXP-07950,2025-02-04,0.77,0.23,211,90,51.7,12.9,82,A
EXP-07951,2025-10-13,0.41,0.59,150,73,44.5,19.3,80,B
EXP-07952,2025-04-03,0.2,0.8,169,38,34.8,21.3,60,C
EXP-07953,2026-02-19,0.29,0.71,219,63,39.1,21.6,72,B
EXP-07954,2025-01-25,0.53,0.47,165,92,51.6,16.6,78,A
EXP-07955,2025-10-25,0.83,0.17,206,98,51.8,10.4,84,A
EXP-07956,2025-03-05,0.34,0.66,237,39,36.0,17.9,74,C
EXP-07957,2025-11-10,0.31,0.69,228,49,41.3,16.9,64,C
EXP-07958,2025-08-14,0.43,0.57,162,40,42.9,16.5,71,B
EXP-07959,2026-03-18,0.87,0.13,164,56,54.8,9.0,72,B
EXP-07960,2025-10-25,0.78,0.22,221,91,46.7,13.1,87,B
EXP-07961,2025-06-19,0.22,0.78,184,80,41.2,20.4,71,B
EXP-07962,2025-02-09,0.59,0.41,192,48,48.9,13.9,75,B
EXP-07963,2025-09-29,0.73,0.27,198,53,59.6,11.2,79,A
EXP-07964,2025-07-21,0.71,0.29,208,73,53.5,10.3,81,A
EXP-07965,2025-01-24,0.49,0.51,195,72,47.5,18.4,79,B
EXP-07966,2025-09-23,0.69,0.31,152,62,46.8,15.9,75,B
EXP-07967,2025-04-06,0.57,0.43,159,59,44.9,17.6,75,B
EXP-07968,2025-04-17,0.26,0.74,150,96,41.6,18.6,78,B
EXP-07969,2025-01-05,0.14,0.86,176,65,34.3,23.1,58,C
EXP-07970,2025-06-19,0.4,0.6,232,85,45.3,18.9,74,B
EXP-07971,2025-04-10,0.15,0.85,248,98,32.8,23.3,65,C
EXP-07972,2025-02-02,0.42,0.58,198,53,44.9,15.9,72,B
EXP-07973,2025-07-18,0.76,0.24,152,85,45.9,12.2,86,B
EXP-07974,2025-04-11,0.78,0.22,157,87,50.2,10.8,83,A
EXP-07975,2025-03-03,0.13,0.87,232,45,37.5,20.1,61,C
EXP-07976,2025-08-01,0.16,0.84,184,46,31.7,29.6,62,C
EXP-07977,2025-01-29,0.64,0.36,239,41,41.3,12.3,73,B
EXP-07978,2026-03-28,0.5,0.5,201,73,42.7,15.2,74,B
EXP-07979,2025-08-03,0.22,0.78,238,84,36.8,23.0,67,C
EXP-07980,2026-03-31,0.74,0.26,163,83,46.0,12.4,76,B
EXP-07981,2026-02-06,0.27,0.73,236,57,37.7,20.3,70,C
EXP-07982,2026-03-23,0.16,0.84,205,79,36.8,23.2,71,C
EXP-07983,2025-09-05,0.7,0.3,194,32,54.0,13.9,69,B
EXP-07984,2025-07-12,0.59,0.41,203,76,52.9,12.7,84,A
EXP-07985,2025-11-25,0.42,0.58,183,63,44.9,19.2,74,B
EXP-07986,2025-02-06,0.65,0.35,210,88,52.7,9.3,78,A
EXP-07987,2026-01-19,0.83,0.17,227,98,54.7,9.1,89,A
EXP-07988,2025-05-28,0.13,0.87,231,69,33.0,24.8,61,C
EXP-07989,2025-01-04,0.6,0.4,248,74,45.6,19.3,83,B
EXP-07990,2025-04-19,0.27,0.73,191,95,42.7,17.6,69,B
EXP-07991,2025-04-21,0.48,0.52,227,54,38.8,16.3,81,B
EXP-07992,2025-01-07,0.44,0.56,239,40,39.6,19.4,74,B
EXP-07993,2025-11-01,0.41,0.59,151,65,40.5,18.9,67,B
EXP-07994,2025-02-13,0.25,0.75,197,55,35.5,20.4,72,C
EXP-07995,2026-01-22,0.74,0.26,220,75,46.0,11.4,86,B
EXP-07996,2025-07-26,0.4,0.6,196,85,50.4,14.9,74,B
EXP-07997,2025-11-24,0.81,0.19,160,65,51.1,12.6,87,A
EXP-07998,2025-06-04,0.38,0.62,216,51,45.4,16.9,73,B
EXP-07999,2025-03-02,0.77,0.23,191,70,55.1,13.1,81,A
EXP-08000,2025-03-24,0.54,0.46,212,61,43.3,16.3,79,B
EXP-08001,2025-10-22,0.41,0.59,150,43,34.5,21.8,67,C
EXP-08002,2025-11-23,0.66,0.34,151,84,49.2,14.2,86,A
EXP-08003,2025-05-02,0.73,0.27,210,53,51.4,11.5,79,A
EXP-08004,2025-06-12,0.49,0.51,249,68,38.2,20.3,71,B
EXP-08005,2026-03-07,0.44,0.56,214,94,42.4,15.4,80,B
EXP-08006,2026-01-24,0.56,0.44,245,43,43.1,15.4,72,B
EXP-08007,2025-07-08,0.57,0.43,235,60,41.9,15.9,77,B
EXP-08008,2025-04-20,0.44,0.56,178,42,43.2,18.4,71,B
EXP-08009,2025-05-18,0.71,0.29,160,61,46.2,15.3,86,B
EXP-08010,2025-09-03,0.42,0.58,206,51,41.9,16.6,69,B
EXP-08011,2025-09-16,0.46,0.54,212,94,47.1,14.4,75,B
EXP-08012,2025-03-25,0.58,0.42,227,51,39.3,17.6,82,B
EXP-08013,2025-01-31,0.89,0.11,202,73,57.4,5.8,88,A
EXP-08014,2025-08-14,0.31,0.69,242,39,39.3,22.1,63,C
EXP-08015,2025-12-30,0.29,0.71,235,62,37.6,20.4,69,C
EXP-08016,2025-03-11,0.24,0.76,209,89,43.4,17.2,69,B
EXP-08017,2025-07-06,0.65,0.35,205,77,54.4,9.8,80,A
EXP-08018,2025-03-15,0.46,0.54,151,50,43.6,17.9,82,B
EXP-08019,2025-04-21,0.41,0.59,228,99,41.0,19.2,73,B
EXP-08020,2025-10-07,0.26,0.74,218,86,39.8,18.9,65,B
EXP-08021,2025-05-11,0.81,0.19,240,58,46.1,12.8,88,B
EXP-08022,2025-05-01,0.45,0.55,159,99,42.9,15.4,77,B
EXP-08023,2026-03-31,0.59,0.41,164,43,43.7,15.5,75,B
EXP-08024,2025-03-20,0.19,0.81,217,53,35.1,25.5,66,C
EXP-08025,2025-03-28,0.19,0.81,199,96,47.6,23.1,63,C
EXP-08026,2026-02-28,0.15,0.85,209,98,37.7,21.8,74,C
EXP-08027,2025-09-08,0.39,0.61,193,88,49.0,17.3,73,B
EXP-08028,2025-01-20,0.48,0.52,214,43,40.5,18.8,78,B
EXP-08029,2025-07-13,0.3,0.7,216,45,44.0,15.4,63,C
EXP-08030,2025-09-15,0.38,0.62,169,75,41.6,16.4,79,B
EXP-08031,2025-04-26,0.11,0.89,226,33,33.9,19.1,65,C
EXP-08032,2025-09-08,0.38,0.62,199,100,39.9,20.1,74,B
EXP-08033,2025-10-23,0.2,0.8,208,96,43.1,24.0,70,B
EXP-08034,2025-04-25,0.2,0.8,212,87,43.0,22.2,68,B
EXP-08035,2026-01-06,0.1,0.9,225,98,33.3,24.1,74,C
EXP-08036,2025-07-26,0.66,0.34,180,46,53.6,12.1,77,B
EXP-08037,2026-03-16,0.85,0.15,150,92,45.9,12.0,91,B
EXP-08038,2025-02-10,0.6,0.4,168,48,48.3,16.6,75,B
EXP-08039,2025-05-28,0.18,0.82,247,38,33.4,23.6,63,C
EXP-08040,2025-11-25,0.89,0.11,172,48,58.3,8.7,86,A
EXP-08041,2026-02-13,0.88,0.12,175,85,57.4,6.8,87,A
EXP-08042,2025-04-12,0.47,0.53,236,96,45.2,17.9,86,B
EXP-08043,2026-03-23,0.19,0.81,173,73,42.1,20.2,66,B
EXP-08044,2025-03-30,0.68,0.32,196,47,50.7,13.8,82,A
EXP-08045,2025-07-09,0.87,0.13,187,72,58.8,10.7,82,A
EXP-08046,2025-05-24,0.72,0.28,216,66,46.0,10.7,84,B
EXP-08047,2025-07-13,0.6,0.4,210,66,46.8,14.4,82,B
EXP-08048,2026-02-16,0.59,0.41,202,54,54.1,12.0,77,B
EXP-08049,2025-12-01,0.88,0.12,200,39,58.0,7.7,87,A
EXP-08050,2025-12-30,0.16,0.84,234,55,32.3,21.5,60,C
EXP-08051,2025-04-26,0.22,0.78,208,93,45.0,17.8,72,B
EXP-08052,2026-03-08,0.76,0.24,201,58,54.4,8.9,75,B
EXP-08053,2025-07-18,0.22,0.78,239,31,37.4,23.2,62,C
EXP-08054,2025-10-25,0.41,0.59,159,54,42.7,18.8,67,B
EXP-08055,2025-11-15,0.33,0.67,234,62,39.9,20.3,69,B
EXP-08056,2025-10-30,0.29,0.71,169,72,34.5,17.9,75,C
EXP-08057,2025-10-02,0.12,0.88,183,75,40.4,25.6,72,B
EXP-08058,2025-08-07,0.55,0.45,151,60,36.3,17.8,70,C
EXP-08059,2025-10-23,0.42,0.58,207,40,45.5,20.6,74,B
EXP-08060,2026-02-17,0.54,0.46,233,61,42.6,18.3,81,B
EXP-08061,2025-06-27,0.34,0.66,188,30,44.0,17.9,66,B
EXP-08062,2025-08-21,0.85,0.15,216,65,52.6,14.8,91,A
EXP-08063,2025-03-24,0.57,0.43,189,61,53.1,14.5,75,B
EXP-08064,2025-06-11,0.87,0.13,226,55,49.5,11.0,82,A
EXP-08065,2025-12-19,0.38,0.62,250,76,39.2,18.7,71,B
EXP-08066,2025-10-20,0.1,0.9,222,83,37.4,24.8,68,C
EXP-08067,2025-04-07,0.73,0.27,184,48,58.6,9.0,79,A
EXP-08068,2025-09-07,0.76,0.24,233,65,48.0,12.2,80,A
EXP-08069,2026-01-06,0.15,0.85,153,66,32.2,22.6,62,C
EXP-08070,2025-02-26,0.6,0.4,249,66,39.0,15.8,78,B
EXP-08071,2025-01-29,0.63,0.37,234,58,45.3,13.7,74,B
EXP-08072,2025-06-29,0.22,0.78,216,44,40.9,24.1,66,B
EXP-08073,2025-10-27,0.54,0.46,212,42,42.6,18.8,77,B
EXP-08074,2025-05-23,0.29,0.71,175,32,45.7,18.9,67,B
EXP-08075,2026-01-10,0.11,0.89,193,33,35.4,22.2,70,C
EXP-08076,2026-01-22,0.79,0.21,160,87,52.2,10.3,88,A
EXP-08077,2025-08-31,0.49,0.51,184,34,41.8,16.8,77,B
EXP-08078,2025-06-22,0.73,0.27,209,90,55.6,14.6,86,A
EXP-08079,2025-01-20,0.68,0.32,186,93,52.9,12.9,83,A
EXP-08080,2026-01-10,0.89,0.11,227,47,46.9,13.5,84,B
EXP-08081,2026-02-13,0.45,0.55,236,61,39.4,19.1,73,B
EXP-08082,2025-07-21,0.44,0.56,206,55,48.0,14.4,71,B
EXP-08083,2025-08-24,0.33,0.67,184,57,43.6,18.8,64,C
